Source,Target,Type,Id,Label,timeset,Weight,pn
ASV0768,ASV1651,Undirected,1047,NA,NA,2,p
ASV0768,ASV1921,Undirected,1048,NA,NA,1.991736,p
ASV0768,ASV1998,Undirected,1049,NA,NA,1.663315,p
ASV0768,ASV2055,Undirected,1050,NA,NA,1.991736,p
ASV0768,ASV2115,Undirected,1051,NA,NA,1.663315,p
ASV0776,ASV0884,Undirected,1056,NA,NA,1.652761,p
ASV0776,ASV0941,Undirected,1057,NA,NA,1.633531,p
ASV0776,ASV1118,Undirected,1058,NA,NA,1.6833,p
ASV0776,ASV1121,Undirected,1059,NA,NA,1.649951,p
ASV0776,ASV1391,Undirected,1060,NA,NA,1.675465,p
ASV0776,ASV1658,Undirected,1061,NA,NA,1.697584,p
ASV0776,ASV1714,Undirected,1062,NA,NA,1.641446,p
ASV0776,ASV1746,Undirected,1063,NA,NA,1.753637,p
ASV0776,ASV2019,Undirected,1064,NA,NA,1.804489,p
ASV0777,ASV0829,Undirected,1075,NA,NA,1.998868,p
ASV0777,ASV0857,Undirected,1076,NA,NA,1.977376,p
ASV0777,ASV0873,Undirected,1077,NA,NA,1.986425,p
ASV0777,ASV1023,Undirected,1078,NA,NA,1.972851,p
ASV0777,ASV1131,Undirected,1079,NA,NA,1.615283,p
ASV0777,ASV1218,Undirected,1080,NA,NA,1.818328,p
ASV0777,ASV1264,Undirected,1081,NA,NA,1.797618,p
ASV0777,ASV1276,Undirected,1082,NA,NA,1.600598,p
ASV0777,ASV1297,Undirected,1083,NA,NA,1.992077,p
ASV0777,ASV1298,Undirected,1084,NA,NA,1.998868,p
ASV0777,ASV1321,Undirected,1085,NA,NA,1.971704,p
ASV0777,ASV1548,Undirected,1086,NA,NA,1.959276,p
ASV0777,ASV1596,Undirected,1087,NA,NA,1.676055,p
ASV0777,ASV1718,Undirected,1088,NA,NA,1.964913,p
ASV0777,ASV1754,Undirected,1089,NA,NA,1.793476,p
ASV0777,ASV1830,Undirected,1090,NA,NA,1.994341,p
ASV0777,ASV1907,Undirected,1091,NA,NA,1.681318,p
ASV0777,ASV1927,Undirected,1092,NA,NA,1.986425,p
ASV0777,ASV1937,Undirected,1093,NA,NA,1.968326,p
ASV0777,ASV1967,Undirected,1094,NA,NA,1.710373,p
ASV0777,ASV1980,Undirected,1095,NA,NA,1.772081,p
ASV0777,ASV2031,Undirected,1096,NA,NA,1.817118,p
ASV0777,ASV2064,Undirected,1097,NA,NA,1.705792,p
ASV0777,ASV2068,Undirected,1098,NA,NA,1.959276,p
ASV0777,ASV2103,Undirected,1099,NA,NA,1.611612,p
ASV0777,ASV2120,Undirected,1100,NA,NA,1.992077,p
ASV0777,ASV2151,Undirected,1101,NA,NA,1.992077,p
ASV0794,ASV0908,Undirected,1107,NA,NA,2,p
ASV0794,ASV0924,Undirected,1108,NA,NA,1.663315,p
ASV0794,ASV1068,Undirected,1109,NA,NA,1.991736,p
ASV0794,ASV1402,Undirected,1110,NA,NA,2,p
ASV0794,ASV1599,Undirected,1111,NA,NA,1.991736,p
ASV0794,ASV1932,Undirected,1112,NA,NA,1.991736,p
ASV0794,ASV1971,Undirected,1113,NA,NA,1.991736,p
ASV0794,ASV2073,Undirected,1114,NA,NA,2,p
ASV0794,ASV2091,Undirected,1115,NA,NA,1.991736,p
ASV0799,ASV1101,Undirected,1117,NA,NA,1.670217,p
ASV0799,ASV1171,Undirected,1118,NA,NA,1.663315,p
ASV0799,ASV1399,Undirected,1119,NA,NA,2,p
ASV0799,ASV1543,Undirected,1120,NA,NA,2,p
ASV0799,ASV1733,Undirected,1121,NA,NA,1.991736,p
ASV0799,ASV2165,Undirected,1122,NA,NA,1.991736,p
ASV0799,ASV2193,Undirected,1123,NA,NA,2,p
ASV0804,ASV0857,Undirected,1129,NA,NA,1.610376,p
ASV0804,ASV0873,Undirected,1130,NA,NA,1.610376,p
ASV0804,ASV1114,Undirected,1131,NA,NA,1.781237,p
ASV0804,ASV1131,Undirected,1132,NA,NA,1.688641,p
ASV0804,ASV1297,Undirected,1133,NA,NA,1.605775,p
ASV0804,ASV1321,Undirected,1134,NA,NA,1.614043,p
ASV0804,ASV1548,Undirected,1135,NA,NA,1.610376,p
ASV0804,ASV1718,Undirected,1136,NA,NA,1.611287,p
ASV0804,ASV1927,Undirected,1137,NA,NA,1.610376,p
ASV0804,ASV1937,Undirected,1138,NA,NA,1.621393,p
ASV0804,ASV2068,Undirected,1139,NA,NA,1.621393,p
ASV0804,ASV2082,Undirected,1140,NA,NA,1.638124,p
ASV0804,ASV2151,Undirected,1141,NA,NA,1.600264,p
ASV0807,ASV0812,Undirected,1149,NA,NA,1.995475,p
ASV0807,ASV0972,Undirected,1150,NA,NA,1.954751,p
ASV0807,ASV1391,Undirected,1151,NA,NA,1.683797,p
ASV0807,ASV1647,Undirected,1152,NA,NA,1.972851,p
ASV0807,ASV1923,Undirected,1153,NA,NA,1.971704,p
ASV0812,ASV0972,Undirected,1162,NA,NA,1.959276,p
ASV0812,ASV1071,Undirected,1163,NA,NA,1.602945,p
ASV0812,ASV1391,Undirected,1164,NA,NA,1.691538,p
ASV0812,ASV1647,Undirected,1165,NA,NA,1.968326,p
ASV0812,ASV1923,Undirected,1166,NA,NA,1.964913,p
ASV0815,ASV0941,Undirected,1167,NA,NA,1.645264,p
ASV0815,ASV0955,Undirected,1168,NA,NA,1.631761,p
ASV0829,ASV0857,Undirected,1180,NA,NA,1.973967,p
ASV0829,ASV0873,Undirected,1181,NA,NA,1.983022,p
ASV0829,ASV1023,Undirected,1182,NA,NA,1.980759,p
ASV0829,ASV1131,Undirected,1183,NA,NA,1.618034,p
ASV0829,ASV1218,Undirected,1184,NA,NA,1.813141,p
ASV0829,ASV1264,Undirected,1185,NA,NA,1.796563,p
ASV0829,ASV1297,Undirected,1186,NA,NA,1.989807,p
ASV0829,ASV1298,Undirected,1187,NA,NA,1.997735,p
ASV0829,ASV1321,Undirected,1188,NA,NA,1.969422,p
ASV0829,ASV1548,Undirected,1189,NA,NA,1.962649,p
ASV0829,ASV1596,Undirected,1190,NA,NA,1.675067,p
ASV0829,ASV1718,Undirected,1191,NA,NA,1.969422,p
ASV0829,ASV1754,Undirected,1192,NA,NA,1.796563,p
ASV0829,ASV1830,Undirected,1193,NA,NA,1.99547,p
ASV0829,ASV1907,Undirected,1194,NA,NA,1.687115,p
ASV0829,ASV1927,Undirected,1195,NA,NA,1.983022,p
ASV0829,ASV1937,Undirected,1196,NA,NA,1.964913,p
ASV0829,ASV1967,Undirected,1197,NA,NA,1.711342,p
ASV0829,ASV1980,Undirected,1198,NA,NA,1.746258,p
ASV0829,ASV2031,Undirected,1199,NA,NA,1.821256,p
ASV0829,ASV2064,Undirected,1200,NA,NA,1.706758,p
ASV0829,ASV2068,Undirected,1201,NA,NA,1.958121,p
ASV0829,ASV2103,Undirected,1202,NA,NA,1.610687,p
ASV0829,ASV2120,Undirected,1203,NA,NA,1.996603,p
ASV0829,ASV2151,Undirected,1204,NA,NA,1.989807,p
ASV0832,ASV0833,Undirected,1206,NA,NA,1.713555,p
ASV0832,ASV0872,Undirected,1207,NA,NA,1.741356,p
ASV0832,ASV1146,Undirected,1208,NA,NA,1.757159,p
ASV0832,ASV1431,Undirected,1209,NA,NA,1.7601,p
ASV0832,ASV1483,Undirected,1210,NA,NA,1.739131,p
ASV0832,ASV1766,Undirected,1211,NA,NA,1.680447,p
ASV0832,ASV1890,Undirected,1212,NA,NA,1.754902,p
ASV0832,ASV2060,Undirected,1213,NA,NA,1.748129,p
ASV0832,ASV2187,Undirected,1214,NA,NA,1.791786,p
ASV0833,ASV0872,Undirected,1219,NA,NA,1.989234,p
ASV0833,ASV1145,Undirected,1220,NA,NA,1.683797,p
ASV0833,ASV1146,Undirected,1221,NA,NA,1.906418,p
ASV0833,ASV1431,Undirected,1222,NA,NA,1.973469,p
ASV0833,ASV1483,Undirected,1223,NA,NA,1.986755,p
ASV0833,ASV1766,Undirected,1224,NA,NA,1.749088,p
ASV0833,ASV1890,Undirected,1225,NA,NA,1.975984,p
ASV0833,ASV2005,Undirected,1226,NA,NA,1.69928,p
ASV0833,ASV2060,Undirected,1227,NA,NA,1.906418,p
ASV0833,ASV2187,Undirected,1228,NA,NA,1.89404,p
ASV0834,ASV1304,Undirected,1232,NA,NA,2,p
ASV0834,ASV1327,Undirected,1233,NA,NA,1.991736,p
ASV0834,ASV1557,Undirected,1234,NA,NA,1.991736,p
ASV0834,ASV1803,Undirected,1235,NA,NA,1.991736,p
ASV0849,ASV0941,Undirected,1242,NA,NA,1.801205,p
ASV0849,ASV0955,Undirected,1243,NA,NA,1.72041,p
ASV0849,ASV1144,Undirected,1244,NA,NA,1.743595,p
ASV0849,ASV1222,Undirected,1245,NA,NA,1.770303,p
ASV0849,ASV1248,Undirected,1246,NA,NA,1.669786,p
ASV0849,ASV1534,Undirected,1247,NA,NA,1.795287,p
ASV0849,ASV1917,Undirected,1248,NA,NA,1.799303,p
ASV0857,ASV0873,Undirected,1262,NA,NA,1.972851,p
ASV0857,ASV1023,Undirected,1263,NA,NA,1.968326,p
ASV0857,ASV1218,Undirected,1264,NA,NA,1.826612,p
ASV0857,ASV1264,Undirected,1265,NA,NA,1.826612,p
ASV0857,ASV1297,Undirected,1266,NA,NA,1.971704,p
ASV0857,ASV1298,Undirected,1267,NA,NA,1.973967,p
ASV0857,ASV1321,Undirected,1268,NA,NA,1.998868,p
ASV0857,ASV1548,Undirected,1269,NA,NA,1.986425,p
ASV0857,ASV1596,Undirected,1270,NA,NA,1.69928,p
ASV0857,ASV1718,Undirected,1271,NA,NA,1.962649,p
ASV0857,ASV1754,Undirected,1272,NA,NA,1.818328,p
ASV0857,ASV1830,Undirected,1273,NA,NA,1.964913,p
ASV0857,ASV1907,Undirected,1274,NA,NA,1.679381,p
ASV0857,ASV1927,Undirected,1275,NA,NA,1.972851,p
ASV0857,ASV1937,Undirected,1276,NA,NA,1.9819,p
ASV0857,ASV1967,Undirected,1277,NA,NA,1.689066,p
ASV0857,ASV1980,Undirected,1278,NA,NA,1.698032,p
ASV0857,ASV2031,Undirected,1279,NA,NA,1.792254,p
ASV0857,ASV2064,Undirected,1280,NA,NA,1.680622,p
ASV0857,ASV2068,Undirected,1281,NA,NA,1.986425,p
ASV0857,ASV2103,Undirected,1282,NA,NA,1.618954,p
ASV0857,ASV2120,Undirected,1283,NA,NA,1.971704,p
ASV0857,ASV2151,Undirected,1284,NA,NA,1.994341,p
ASV0872,ASV1145,Undirected,1290,NA,NA,1.703856,p
ASV0872,ASV1146,Undirected,1291,NA,NA,1.91135,p
ASV0872,ASV1431,Undirected,1292,NA,NA,1.994195,p
ASV0872,ASV1483,Undirected,1293,NA,NA,1.999172,p
ASV0872,ASV1766,Undirected,1294,NA,NA,1.751265,p
ASV0872,ASV1890,Undirected,1295,NA,NA,1.993372,p
ASV0872,ASV2005,Undirected,1296,NA,NA,1.680622,p
ASV0872,ASV2060,Undirected,1297,NA,NA,1.893952,p
ASV0872,ASV2187,Undirected,1298,NA,NA,1.913044,p
ASV0873,ASV1023,Undirected,1312,NA,NA,1.959276,p
ASV0873,ASV1131,Undirected,1313,NA,NA,1.611612,p
ASV0873,ASV1218,Undirected,1314,NA,NA,1.818328,p
ASV0873,ASV1264,Undirected,1315,NA,NA,1.80176,p
ASV0873,ASV1276,Undirected,1316,NA,NA,1.618954,p
ASV0873,ASV1297,Undirected,1317,NA,NA,1.998868,p
ASV0873,ASV1298,Undirected,1318,NA,NA,1.992077,p
ASV0873,ASV1321,Undirected,1319,NA,NA,1.971704,p
ASV0873,ASV1548,Undirected,1320,NA,NA,1.959276,p
ASV0873,ASV1596,Undirected,1321,NA,NA,1.691538,p
ASV0873,ASV1718,Undirected,1322,NA,NA,1.980759,p
ASV0873,ASV1754,Undirected,1323,NA,NA,1.793476,p
ASV0873,ASV1830,Undirected,1324,NA,NA,1.992077,p
ASV0873,ASV1907,Undirected,1325,NA,NA,1.687129,p
ASV0873,ASV1927,Undirected,1326,NA,NA,2,p
ASV0873,ASV1937,Undirected,1327,NA,NA,1.99095,p
ASV0873,ASV1967,Undirected,1328,NA,NA,1.696814,p
ASV0873,ASV1980,Undirected,1329,NA,NA,1.75676,p
ASV0873,ASV2031,Undirected,1330,NA,NA,1.817118,p
ASV0873,ASV2064,Undirected,1331,NA,NA,1.703856,p
ASV0873,ASV2068,Undirected,1332,NA,NA,1.977376,p
ASV0873,ASV2120,Undirected,1333,NA,NA,1.971704,p
ASV0873,ASV2151,Undirected,1334,NA,NA,1.976231,p
ASV0884,ASV1118,Undirected,1341,NA,NA,1.660278,p
ASV0884,ASV1121,Undirected,1342,NA,NA,1.980953,p
ASV0884,ASV1248,Undirected,1343,NA,NA,1.627705,p
ASV0884,ASV1391,Undirected,1344,NA,NA,1.951139,p
ASV0884,ASV1414,Undirected,1345,NA,NA,1.66126,p
ASV0884,ASV1454,Undirected,1346,NA,NA,1.706063,p
ASV0884,ASV1658,Undirected,1347,NA,NA,1.698575,p
ASV0884,ASV1714,Undirected,1348,NA,NA,1.99089,p
ASV0884,ASV1905,Undirected,1349,NA,NA,1.796245,p
ASV0884,ASV2019,Undirected,1350,NA,NA,1.686822,p
ASV0908,ASV0924,Undirected,1357,NA,NA,1.663315,p
ASV0908,ASV1068,Undirected,1358,NA,NA,1.991736,p
ASV0908,ASV1402,Undirected,1359,NA,NA,2,p
ASV0908,ASV1599,Undirected,1360,NA,NA,1.991736,p
ASV0908,ASV1932,Undirected,1361,NA,NA,1.991736,p
ASV0908,ASV1971,Undirected,1362,NA,NA,1.991736,p
ASV0908,ASV2073,Undirected,1363,NA,NA,2,p
ASV0908,ASV2091,Undirected,1364,NA,NA,1.991736,p
ASV0917,ASV1491,Undirected,1370,NA,NA,1.670217,p
ASV0917,ASV1653,Undirected,1371,NA,NA,1.663315,p
ASV0917,ASV2084,Undirected,1372,NA,NA,1.663315,p
ASV0924,ASV1068,Undirected,1381,NA,NA,1.670217,p
ASV0924,ASV1402,Undirected,1382,NA,NA,1.663315,p
ASV0924,ASV1599,Undirected,1383,NA,NA,1.670217,p
ASV0924,ASV1932,Undirected,1384,NA,NA,1.670217,p
ASV0924,ASV1971,Undirected,1385,NA,NA,1.670217,p
ASV0924,ASV2073,Undirected,1386,NA,NA,1.663315,p
ASV0924,ASV2091,Undirected,1387,NA,NA,1.670217,p
ASV0939,ASV1182,Undirected,1397,NA,NA,1.670217,p
ASV0939,ASV1309,Undirected,1398,NA,NA,1.994236,p
ASV0939,ASV1486,Undirected,1399,NA,NA,1.670217,p
ASV0939,ASV1491,Undirected,1400,NA,NA,1.982709,p
ASV0939,ASV1652,Undirected,1401,NA,NA,1.982709,p
ASV0939,ASV1653,Undirected,1402,NA,NA,1.976945,p
ASV0939,ASV1666,Undirected,1403,NA,NA,1.670217,p
ASV0939,ASV1760,Undirected,1404,NA,NA,1.670217,p
ASV0939,ASV1771,Undirected,1405,NA,NA,1.670217,p
ASV0939,ASV2000,Undirected,1406,NA,NA,2,p
ASV0939,ASV2084,Undirected,1407,NA,NA,1.976945,p
ASV0939,ASV2086,Undirected,1408,NA,NA,1.663315,p
ASV0941,ASV0955,Undirected,1419,NA,NA,1.657572,p
ASV0941,ASV1118,Undirected,1420,NA,NA,1.650446,p
ASV0941,ASV1144,Undirected,1421,NA,NA,1.797051,p
ASV0941,ASV1222,Undirected,1422,NA,NA,1.84163,p
ASV0941,ASV1341,Undirected,1423,NA,NA,1.648322,p
ASV0941,ASV1367,Undirected,1424,NA,NA,1.78246,p
ASV0941,ASV1657,Undirected,1425,NA,NA,1.667796,p
ASV0941,ASV2019,Undirected,1426,NA,NA,1.680925,p
ASV0944,ASV1665,Undirected,1427,NA,NA,1.620761,p
ASV0944,ASV1805,Undirected,1428,NA,NA,1.609739,p
ASV0949,ASV0993,Undirected,1436,NA,NA,1.991736,p
ASV0949,ASV1607,Undirected,1437,NA,NA,2,p
ASV0949,ASV1612,Undirected,1438,NA,NA,2,p
ASV0949,ASV1632,Undirected,1439,NA,NA,1.991736,p
ASV0949,ASV1651,Undirected,1440,NA,NA,2,p
ASV0949,ASV1921,Undirected,1441,NA,NA,1.991736,p
ASV0949,ASV1998,Undirected,1442,NA,NA,1.663315,p
ASV0949,ASV2055,Undirected,1443,NA,NA,1.991736,p
ASV0949,ASV2115,Undirected,1444,NA,NA,1.663315,p
ASV0955,ASV1222,Undirected,1451,NA,NA,1.605952,p
ASV0955,ASV1248,Undirected,1452,NA,NA,1.63937,p
ASV0955,ASV1534,Undirected,1453,NA,NA,1.618363,p
ASV0955,ASV2019,Undirected,1454,NA,NA,1.624658,p
ASV0972,ASV1071,Undirected,1464,NA,NA,1.640223,p
ASV0972,ASV1391,Undirected,1465,NA,NA,1.69928,p
ASV0972,ASV1647,Undirected,1466,NA,NA,1.9819,p
ASV0972,ASV1923,Undirected,1467,NA,NA,1.985286,p
ASV0993,ASV1607,Undirected,1476,NA,NA,1.991736,p
ASV0993,ASV1612,Undirected,1477,NA,NA,1.991736,p
ASV0993,ASV1632,Undirected,1478,NA,NA,2,p
ASV0993,ASV1651,Undirected,1479,NA,NA,1.991736,p
ASV0993,ASV1921,Undirected,1480,NA,NA,2,p
ASV0993,ASV1998,Undirected,1481,NA,NA,1.670217,p
ASV0993,ASV2055,Undirected,1482,NA,NA,2,p
ASV0993,ASV2115,Undirected,1483,NA,NA,1.670217,p
ASV1015,ASV1375,Undirected,1487,NA,NA,2,p
ASV1015,ASV1379,Undirected,1488,NA,NA,1.663315,p
ASV1015,ASV1591,Undirected,1489,NA,NA,2,p
ASV1015,ASV1644,Undirected,1490,NA,NA,1.670217,p
ASV1015,ASV1871,Undirected,1491,NA,NA,1.991736,p
ASV1015,ASV1981,Undirected,1492,NA,NA,1.991736,p
ASV1015,ASV2157,Undirected,1493,NA,NA,2,p
ASV1023,ASV1131,Undirected,1509,NA,NA,1.60794,p
ASV1023,ASV1218,Undirected,1510,NA,NA,1.793476,p
ASV1023,ASV1264,Undirected,1511,NA,NA,1.805902,p
ASV1023,ASV1297,Undirected,1512,NA,NA,1.964913,p
ASV1023,ASV1298,Undirected,1513,NA,NA,1.971704,p
ASV1023,ASV1321,Undirected,1514,NA,NA,1.971704,p
ASV1023,ASV1548,Undirected,1515,NA,NA,1.986425,p
ASV1023,ASV1596,Undirected,1516,NA,NA,1.683797,p
ASV1023,ASV1718,Undirected,1517,NA,NA,1.983022,p
ASV1023,ASV1754,Undirected,1518,NA,NA,1.818328,p
ASV1023,ASV1830,Undirected,1519,NA,NA,1.976231,p
ASV1023,ASV1907,Undirected,1520,NA,NA,1.704562,p
ASV1023,ASV1927,Undirected,1521,NA,NA,1.959276,p
ASV1023,ASV1937,Undirected,1522,NA,NA,1.959276,p
ASV1023,ASV1967,Undirected,1523,NA,NA,1.694877,p
ASV1023,ASV2031,Undirected,1524,NA,NA,1.817118,p
ASV1023,ASV2064,Undirected,1525,NA,NA,1.690303,p
ASV1023,ASV2068,Undirected,1526,NA,NA,1.968326,p
ASV1023,ASV2103,Undirected,1527,NA,NA,1.604269,p
ASV1023,ASV2120,Undirected,1528,NA,NA,1.992077,p
ASV1023,ASV2151,Undirected,1529,NA,NA,1.973967,p
ASV1024,ASV1532,Undirected,1530,NA,NA,1.656328,p
ASV1024,ASV2018,Undirected,1531,NA,NA,1.740071,p
ASV1068,ASV1402,Undirected,1540,NA,NA,1.991736,p
ASV1068,ASV1599,Undirected,1541,NA,NA,2,p
ASV1068,ASV1932,Undirected,1542,NA,NA,2,p
ASV1068,ASV1971,Undirected,1543,NA,NA,2,p
ASV1068,ASV2073,Undirected,1544,NA,NA,1.991736,p
ASV1068,ASV2091,Undirected,1545,NA,NA,2,p
ASV1071,ASV1647,Undirected,1551,NA,NA,1.623655,p
ASV1071,ASV1923,Undirected,1552,NA,NA,1.626646,p
ASV1101,ASV1399,Undirected,1554,NA,NA,1.670217,p
ASV1101,ASV1543,Undirected,1555,NA,NA,1.670217,p
ASV1101,ASV1733,Undirected,1556,NA,NA,1.663315,p
ASV1101,ASV2165,Undirected,1557,NA,NA,1.663315,p
ASV1101,ASV2193,Undirected,1558,NA,NA,1.670217,p
ASV1106,ASV1170,Undirected,1563,NA,NA,1.991736,p
ASV1106,ASV1980,Undirected,1564,NA,NA,1.670217,p
ASV1112,ASV1222,Undirected,1569,NA,NA,1.612458,p
ASV1114,ASV2082,Undirected,1571,NA,NA,1.741439,p
ASV1118,ASV1121,Undirected,1580,NA,NA,1.659591,p
ASV1118,ASV1144,Undirected,1581,NA,NA,1.639323,p
ASV1118,ASV1222,Undirected,1582,NA,NA,1.65618,p
ASV1118,ASV1367,Undirected,1583,NA,NA,1.723721,p
ASV1118,ASV1391,Undirected,1584,NA,NA,1.631977,p
ASV1118,ASV1714,Undirected,1585,NA,NA,1.65683,p
ASV1118,ASV2019,Undirected,1586,NA,NA,1.690485,p
ASV1121,ASV1248,Undirected,1595,NA,NA,1.621488,p
ASV1121,ASV1391,Undirected,1596,NA,NA,1.976821,p
ASV1121,ASV1414,Undirected,1597,NA,NA,1.660572,p
ASV1121,ASV1454,Undirected,1598,NA,NA,1.729461,p
ASV1121,ASV1658,Undirected,1599,NA,NA,1.677521,p
ASV1121,ASV1714,Undirected,1600,NA,NA,1.976821,p
ASV1121,ASV1905,Undirected,1601,NA,NA,1.864627,p
ASV1121,ASV2019,Undirected,1602,NA,NA,1.651498,p
ASV1131,ASV1297,Undirected,1613,NA,NA,1.616197,p
ASV1131,ASV1298,Undirected,1614,NA,NA,1.618034,p
ASV1131,ASV1597,Undirected,1615,NA,NA,1.644522,p
ASV1131,ASV1718,Undirected,1616,NA,NA,1.608851,p
ASV1131,ASV1830,Undirected,1617,NA,NA,1.621707,p
ASV1131,ASV1927,Undirected,1618,NA,NA,1.611612,p
ASV1131,ASV2103,Undirected,1619,NA,NA,1.69099,p
ASV1131,ASV2120,Undirected,1620,NA,NA,1.616197,p
ASV1131,ASV2151,Undirected,1621,NA,NA,1.601504,p
ASV1144,ASV1152,Undirected,1630,NA,NA,1.613695,p
ASV1144,ASV1222,Undirected,1631,NA,NA,1.714599,p
ASV1144,ASV1248,Undirected,1632,NA,NA,1.625903,p
ASV1144,ASV1657,Undirected,1633,NA,NA,1.622002,p
ASV1144,ASV1812,Undirected,1634,NA,NA,1.617375,p
ASV1145,ASV1431,Undirected,1640,NA,NA,1.667205,p
ASV1145,ASV1483,Undirected,1641,NA,NA,1.703151,p
ASV1145,ASV1890,Undirected,1642,NA,NA,1.711601,p
ASV1145,ASV2005,Undirected,1643,NA,NA,1.954751,p
ASV1146,ASV1351,Undirected,1650,NA,NA,1.626408,p
ASV1146,ASV1431,Undirected,1651,NA,NA,1.93115,p
ASV1146,ASV1483,Undirected,1652,NA,NA,1.913044,p
ASV1146,ASV1766,Undirected,1653,NA,NA,1.682959,p
ASV1146,ASV1890,Undirected,1654,NA,NA,1.903065,p
ASV1146,ASV2060,Undirected,1655,NA,NA,1.971002,p
ASV1146,ASV2187,Undirected,1656,NA,NA,1.974327,p
ASV1152,ASV1312,Undirected,1662,NA,NA,1.611304,p
ASV1152,ASV1812,Undirected,1663,NA,NA,1.664692,p
ASV1170,ASV1980,Undirected,1669,NA,NA,1.663315,p
ASV1171,ASV1399,Undirected,1671,NA,NA,1.663315,p
ASV1171,ASV1543,Undirected,1672,NA,NA,1.663315,p
ASV1171,ASV1733,Undirected,1673,NA,NA,1.670217,p
ASV1171,ASV2165,Undirected,1674,NA,NA,1.670217,p
ASV1171,ASV2193,Undirected,1675,NA,NA,1.663315,p
ASV1182,ASV1486,Undirected,1682,NA,NA,2,p
ASV1182,ASV1666,Undirected,1683,NA,NA,2,p
ASV1182,ASV1760,Undirected,1684,NA,NA,2,p
ASV1182,ASV1771,Undirected,1685,NA,NA,2,p
ASV1182,ASV2000,Undirected,1686,NA,NA,1.670217,p
ASV1182,ASV2086,Undirected,1687,NA,NA,1.991736,p
ASV1184,ASV1870,Undirected,1688,NA,NA,1.820523,p
ASV1184,ASV2035,Undirected,1689,NA,NA,1.809523,p
ASV1212,ASV1323,Undirected,1691,NA,NA,2,p
ASV1212,ASV1638,Undirected,1692,NA,NA,2,p
ASV1212,ASV1953,Undirected,1693,NA,NA,2,p
ASV1218,ASV1264,Undirected,1709,NA,NA,1.988626,p
ASV1218,ASV1297,Undirected,1710,NA,NA,1.817285,p
ASV1218,ASV1298,Undirected,1711,NA,NA,1.817285,p
ASV1218,ASV1321,Undirected,1712,NA,NA,1.823501,p
ASV1218,ASV1548,Undirected,1713,NA,NA,1.805902,p
ASV1218,ASV1596,Undirected,1714,NA,NA,1.854885,p
ASV1218,ASV1718,Undirected,1715,NA,NA,1.796563,p
ASV1218,ASV1754,Undirected,1716,NA,NA,1.635071,p
ASV1218,ASV1830,Undirected,1717,NA,NA,1.808996,p
ASV1218,ASV1927,Undirected,1718,NA,NA,1.818328,p
ASV1218,ASV1937,Undirected,1719,NA,NA,1.818328,p
ASV1218,ASV1980,Undirected,1720,NA,NA,1.608098,p
ASV1218,ASV2031,Undirected,1721,NA,NA,1.62826,p
ASV1218,ASV2068,Undirected,1722,NA,NA,1.814186,p
ASV1218,ASV2082,Undirected,1723,NA,NA,1.632565,p
ASV1218,ASV2103,Undirected,1724,NA,NA,1.718023,p
ASV1218,ASV2120,Undirected,1725,NA,NA,1.804852,p
ASV1218,ASV2151,Undirected,1726,NA,NA,1.825573,p
ASV1222,ASV1341,Undirected,1739,NA,NA,1.630478,p
ASV1222,ASV1367,Undirected,1740,NA,NA,1.764301,p
ASV1222,ASV2019,Undirected,1741,NA,NA,1.635728,p
ASV1231,ASV1379,Undirected,1743,NA,NA,1.766974,p
ASV1231,ASV1644,Undirected,1744,NA,NA,1.772081,p
ASV1248,ASV1391,Undirected,1755,NA,NA,1.62426,p
ASV1248,ASV1658,Undirected,1756,NA,NA,1.632366,p
ASV1248,ASV1714,Undirected,1757,NA,NA,1.621488,p
ASV1264,ASV1297,Undirected,1774,NA,NA,1.798635,p
ASV1264,ASV1298,Undirected,1775,NA,NA,1.796563,p
ASV1264,ASV1321,Undirected,1776,NA,NA,1.829718,p
ASV1264,ASV1548,Undirected,1777,NA,NA,1.826612,p
ASV1264,ASV1596,Undirected,1778,NA,NA,1.865515,p
ASV1264,ASV1718,Undirected,1779,NA,NA,1.806924,p
ASV1264,ASV1754,Undirected,1780,NA,NA,1.654028,p
ASV1264,ASV1830,Undirected,1781,NA,NA,1.792419,p
ASV1264,ASV1927,Undirected,1782,NA,NA,1.80176,p
ASV1264,ASV1937,Undirected,1783,NA,NA,1.818328,p
ASV1264,ASV2031,Undirected,1784,NA,NA,1.62257,p
ASV1264,ASV2068,Undirected,1785,NA,NA,1.826612,p
ASV1264,ASV2082,Undirected,1786,NA,NA,1.656079,p
ASV1264,ASV2103,Undirected,1787,NA,NA,1.714663,p
ASV1264,ASV2120,Undirected,1788,NA,NA,1.798635,p
ASV1264,ASV2151,Undirected,1789,NA,NA,1.815213,p
ASV1276,ASV1297,Undirected,1797,NA,NA,1.616197,p
ASV1276,ASV1298,Undirected,1798,NA,NA,1.607014,p
ASV1276,ASV1522,Undirected,1799,NA,NA,1.84343,p
ASV1276,ASV1718,Undirected,1800,NA,NA,1.616197,p
ASV1276,ASV1754,Undirected,1801,NA,NA,1.685259,p
ASV1276,ASV1765,Undirected,1802,NA,NA,1.645702,p
ASV1276,ASV1830,Undirected,1803,NA,NA,1.610687,p
ASV1276,ASV1927,Undirected,1804,NA,NA,1.618954,p
ASV1276,ASV1937,Undirected,1805,NA,NA,1.618954,p
ASV1276,ASV1967,Undirected,1806,NA,NA,1.876388,p
ASV1276,ASV2064,Undirected,1807,NA,NA,1.885036,p
