Source,Target,Type,Id,Label,timeset,Weight
ASV0442,ASV2082,Undirected,596,,,1.890615
ASV0442,ASV2103,Undirected,597,,,1.822987
ASV0452,ASV0473,Undirected,598,,,1.637889
ASV0452,ASV1766,Undirected,599,,,1.835777
ASV0473,ASV1522,Undirected,601,,,1.61339
ASV0486,ASV0917,Undirected,606,,,1.991736
ASV0486,ASV1491,Undirected,607,,,1.663315
ASV0486,ASV1653,Undirected,608,,,1.670217
ASV0486,ASV2084,Undirected,609,,,1.670217
ASV0490,ASV0491,Undirected,616,,,1.632566
ASV0490,ASV0517,Undirected,617,,,1.670217
ASV0490,ASV0523,Undirected,618,,,1.741148
ASV0490,ASV0777,Undirected,619,,,1.772081
ASV0490,ASV0829,Undirected,620,,,1.746258
ASV0490,ASV0857,Undirected,621,,,1.698032
ASV0490,ASV0873,Undirected,622,,,1.75676
ASV0490,ASV1106,Undirected,623,,,1.670217
ASV0490,ASV1170,Undirected,624,,,1.663315
ASV0490,ASV1218,Undirected,625,,,1.608098
ASV0490,ASV1297,Undirected,626,,,1.762865
ASV0490,ASV1298,Undirected,627,,,1.770529
ASV0490,ASV1321,Undirected,628,,,1.667057
ASV0490,ASV1718,Undirected,629,,,1.61085
ASV0490,ASV1830,Undirected,630,,,1.741148
ASV0490,ASV1927,Undirected,631,,,1.75676
ASV0490,ASV1937,Undirected,632,,,1.687818
ASV0490,ASV1980,Undirected,633,,,2
ASV0490,ASV2068,Undirected,634,,,1.629089
ASV0490,ASV2120,Undirected,635,,,1.690051
ASV0490,ASV2151,Undirected,636,,,1.738593
ASV0491,ASV0521,Undirected,644,,,1.741148
ASV0491,ASV0523,Undirected,645,,,1.961495
ASV0491,ASV0777,Undirected,646,,,1.962649
ASV0491,ASV0804,Undirected,647,,,1.619555
ASV0491,ASV0829,Undirected,648,,,1.961495
ASV0491,ASV0857,Undirected,649,,,1.992077
ASV0491,ASV0873,Undirected,650,,,1.973967
ASV0491,ASV1023,Undirected,651,,,1.971704
ASV0491,ASV1218,Undirected,652,,,1.817285
ASV0491,ASV1264,Undirected,653,,,1.829718
ASV0491,ASV1276,Undirected,654,,,1.607014
ASV0491,ASV1297,Undirected,655,,,1.969422
ASV0491,ASV1298,Undirected,656,,,1.96376
ASV0491,ASV1321,Undirected,657,,,1.996603
ASV0491,ASV1548,Undirected,658,,,1.994341
ASV0491,ASV1596,Undirected,659,,,1.709924
ASV0491,ASV1718,Undirected,660,,,1.980747
ASV0491,ASV1754,Undirected,661,,,1.825573
ASV0491,ASV1830,Undirected,662,,,1.961495
ASV0491,ASV1907,Undirected,663,,,1.69293
ASV0491,ASV1927,Undirected,664,,,1.973967
ASV0491,ASV1937,Undirected,665,,,1.992077
ASV0491,ASV1967,Undirected,666,,,1.678394
ASV0491,ASV1980,Undirected,667,,,1.632566
ASV0491,ASV2031,Undirected,668,,,1.796379
ASV0491,ASV2064,Undirected,669,,,1.677698
ASV0491,ASV2068,Undirected,670,,,1.998868
ASV0491,ASV2103,Undirected,671,,,1.607014
ASV0491,ASV2120,Undirected,672,,,1.962627
ASV0491,ASV2151,Undirected,673,,,1.978482
ASV0492,ASV0508,Undirected,676,,,2
ASV0492,ASV0600,Undirected,677,,,1.670217
ASV0492,ASV0761,Undirected,678,,,1.670217
ASV0492,ASV0768,Undirected,679,,,2
ASV0492,ASV0949,Undirected,680,,,2
ASV0492,ASV0993,Undirected,681,,,1.991736
ASV0492,ASV1607,Undirected,682,,,2
ASV0492,ASV1612,Undirected,683,,,2
ASV0492,ASV1632,Undirected,684,,,1.991736
ASV0492,ASV1651,Undirected,685,,,2
ASV0492,ASV1921,Undirected,686,,,1.991736
ASV0492,ASV1998,Undirected,687,,,1.663315
ASV0492,ASV2055,Undirected,688,,,1.991736
ASV0492,ASV2115,Undirected,689,,,1.663315
ASV0493,ASV1597,Undirected,690,,,1.765094
ASV0493,ASV1754,Undirected,691,,,1.600948
ASV0497,ASV0610,Undirected,694,,,1.842159
ASV0497,ASV0669,Undirected,695,,,1.761855
ASV0497,ASV0849,Undirected,696,,,1.803409
ASV0497,ASV0941,Undirected,697,,,1.735029
ASV0497,ASV1112,Undirected,698,,,1.628315
ASV0497,ASV1222,Undirected,699,,,1.724691
ASV0497,ASV1341,Undirected,700,,,1.692616
ASV0497,ASV1367,Undirected,701,,,1.627845
ASV0497,ASV1870,Undirected,702,,,1.697129
ASV0497,ASV2035,Undirected,703,,,1.713679
ASV0503,ASV1309,Undirected,704,,,1.670217
ASV0503,ASV1652,Undirected,705,,,1.663315
ASV0508,ASV0600,Undirected,709,,,1.670217
ASV0508,ASV0761,Undirected,710,,,1.670217
ASV0508,ASV0768,Undirected,711,,,2
ASV0508,ASV0949,Undirected,712,,,2
ASV0508,ASV0993,Undirected,713,,,1.991736
ASV0508,ASV1607,Undirected,714,,,2
ASV0508,ASV1612,Undirected,715,,,2
ASV0508,ASV1632,Undirected,716,,,1.991736
ASV0508,ASV1651,Undirected,717,,,2
ASV0508,ASV1921,Undirected,718,,,1.991736
ASV0508,ASV1998,Undirected,719,,,1.663315
ASV0508,ASV2055,Undirected,720,,,1.991736
ASV0508,ASV2115,Undirected,721,,,1.663315
ASV0517,ASV1106,Undirected,725,,,2
ASV0517,ASV1170,Undirected,726,,,1.991736
ASV0517,ASV1980,Undirected,727,,,1.670217
ASV0521,ASV0777,Undirected,735,,,1.629089
ASV0521,ASV0829,Undirected,736,,,1.632566
ASV0521,ASV0834,Undirected,737,,,1.663315
ASV0521,ASV0857,Undirected,738,,,1.75676
ASV0521,ASV1023,Undirected,739,,,1.708245
ASV0521,ASV1264,Undirected,740,,,1.617447
ASV0521,ASV1298,Undirected,741,,,1.603185
ASV0521,ASV1304,Undirected,742,,,1.663315
ASV0521,ASV1321,Undirected,743,,,1.762865
ASV0521,ASV1327,Undirected,744,,,1.670217
ASV0521,ASV1548,Undirected,745,,,1.772081
ASV0521,ASV1557,Undirected,746,,,1.670217
ASV0521,ASV1718,Undirected,747,,,1.628734
ASV0521,ASV1754,Undirected,748,,,1.622122
ASV0521,ASV1803,Undirected,749,,,1.670217
ASV0521,ASV1937,Undirected,750,,,1.649516
ASV0521,ASV2068,Undirected,751,,,1.713352
ASV0521,ASV2120,Undirected,752,,,1.667057
ASV0521,ASV2151,Undirected,753,,,1.720709
ASV0523,ASV0777,Undirected,762,,,1.994341
ASV0523,ASV0829,Undirected,763,,,1.99547
ASV0523,ASV0857,Undirected,764,,,1.964913
ASV0523,ASV0873,Undirected,765,,,1.992077
ASV0523,ASV1023,Undirected,766,,,1.976231
ASV0523,ASV1131,Undirected,767,,,1.621707
ASV0523,ASV1218,Undirected,768,,,1.808996
ASV0523,ASV1264,Undirected,769,,,1.792419
ASV0523,ASV1276,Undirected,770,,,1.610687
ASV0523,ASV1297,Undirected,771,,,1.996603
ASV0523,ASV1298,Undirected,772,,,1.997735
ASV0523,ASV1321,Undirected,773,,,1.962627
ASV0523,ASV1548,Undirected,774,,,1.958121
ASV0523,ASV1596,Undirected,775,,,1.67894
ASV0523,ASV1718,Undirected,776,,,1.980747
ASV0523,ASV1754,Undirected,777,,,1.792419
ASV0523,ASV1830,Undirected,778,,,2
ASV0523,ASV1907,Undirected,779,,,1.69293
ASV0523,ASV1927,Undirected,780,,,1.992077
ASV0523,ASV1937,Undirected,781,,,1.973967
ASV0523,ASV1967,Undirected,782,,,1.707465
ASV0523,ASV1980,Undirected,783,,,1.741148
ASV0523,ASV2031,Undirected,784,,,1.827476
ASV0523,ASV2064,Undirected,785,,,1.710632
ASV0523,ASV2068,Undirected,786,,,1.962649
ASV0523,ASV2120,Undirected,787,,,1.989807
ASV0523,ASV2151,Undirected,788,,,1.978482
ASV0527,ASV1231,Undirected,791,,,1.766974
ASV0527,ASV1379,Undirected,792,,,1.982709
ASV0527,ASV1644,Undirected,793,,,1.994236
ASV0530,ASV0552,Undirected,796,,,1.614442
ASV0530,ASV0604,Undirected,797,,,1.614042
ASV0530,ASV0610,Undirected,798,,,1.628633
ASV0530,ASV0849,Undirected,799,,,1.724493
ASV0530,ASV0884,Undirected,800,,,1.610563
ASV0530,ASV0941,Undirected,801,,,1.75562
ASV0530,ASV1121,Undirected,802,,,1.625097
ASV0530,ASV1144,Undirected,803,,,1.677093
ASV0530,ASV1222,Undirected,804,,,1.607294
ASV0530,ASV1391,Undirected,805,,,1.625097
ASV0530,ASV1534,Undirected,806,,,1.671786
ASV0530,ASV1657,Undirected,807,,,1.701417
ASV0530,ASV1714,Undirected,808,,,1.616806
ASV0535,ASV0668,Undirected,810,,,1.991736
ASV0547,ASV1212,Undirected,811,,,2
ASV0547,ASV1323,Undirected,812,,,2
ASV0547,ASV1638,Undirected,813,,,2
ASV0547,ASV1953,Undirected,814,,,2
ASV0550,ASV0638,Undirected,816,,,1.991736
ASV0550,ASV1015,Undirected,817,,,2
ASV0550,ASV1375,Undirected,818,,,2
ASV0550,ASV1379,Undirected,819,,,1.663315
ASV0550,ASV1591,Undirected,820,,,2
ASV0550,ASV1644,Undirected,821,,,1.670217
ASV0550,ASV1871,Undirected,822,,,1.991736
ASV0550,ASV1981,Undirected,823,,,1.991736
ASV0550,ASV2157,Undirected,824,,,2
ASV0552,ASV0575,Undirected,826,,,1.659224
ASV0552,ASV0604,Undirected,827,,,1.654703
ASV0552,ASV0776,Undirected,828,,,1.721189
ASV0552,ASV0884,Undirected,829,,,1.639558
ASV0552,ASV1118,Undirected,830,,,1.672744
ASV0552,ASV1121,Undirected,831,,,1.659224
ASV0552,ASV1391,Undirected,832,,,1.644154
ASV0552,ASV1714,Undirected,833,,,1.624563
ASV0552,ASV1746,Undirected,834,,,1.660393
ASV0555,ASV0558,Undirected,836,,,1.99095
ASV0555,ASV0575,Undirected,837,,,1.703151
ASV0555,ASV0600,Undirected,838,,,1.629089
ASV0555,ASV0604,Undirected,839,,,1.707021
ASV0555,ASV0761,Undirected,840,,,1.629089
ASV0555,ASV0807,Undirected,841,,,1.959276
ASV0555,ASV0812,Undirected,842,,,1.963801
ASV0555,ASV0972,Undirected,843,,,1.995475
ASV0555,ASV1071,Undirected,844,,,1.636081
ASV0555,ASV1391,Undirected,845,,,1.707021
ASV0555,ASV1647,Undirected,846,,,1.968326
ASV0555,ASV1923,Undirected,847,,,1.992077
ASV0558,ASV0575,Undirected,850,,,1.710892
ASV0558,ASV0604,Undirected,851,,,1.707021
ASV0558,ASV0807,Undirected,852,,,1.959276
ASV0558,ASV0812,Undirected,853,,,1.954751
ASV0558,ASV0972,Undirected,854,,,1.995475
ASV0558,ASV1071,Undirected,855,,,1.636081
ASV0558,ASV1391,Undirected,856,,,1.691538
ASV0558,ASV1647,Undirected,857,,,1.986425
ASV0558,ASV1923,Undirected,858,,,1.992077
ASV0575,ASV0604,Undirected,864,,,1.993377
ASV0575,ASV0610,Undirected,865,,,1.636829
ASV0575,ASV0776,Undirected,866,,,1.671213
ASV0575,ASV0807,Undirected,867,,,1.676055
ASV0575,ASV0812,Undirected,868,,,1.672184
ASV0575,ASV0884,Undirected,869,,,1.971015
ASV0575,ASV0972,Undirected,870,,,1.707021
ASV0575,ASV1118,Undirected,871,,,1.640261
ASV0575,ASV1121,Undirected,872,,,1.966887
ASV0575,ASV1248,Undirected,873,,,1.635347
ASV0575,ASV1391,Undirected,874,,,1.980132
ASV0575,ASV1454,Undirected,875,,,1.744526
ASV0575,ASV1647,Undirected,876,,,1.69928
ASV0575,ASV1658,Undirected,877,,,1.664438
ASV0575,ASV1714,Undirected,878,,,1.940397
ASV0575,ASV1905,Undirected,879,,,1.745872
ASV0575,ASV1923,Undirected,880,,,1.704115
ASV0575,ASV2019,Undirected,881,,,1.708706
ASV0600,ASV0761,Undirected,888,,,2
ASV0600,ASV0768,Undirected,889,,,1.670217
ASV0600,ASV0807,Undirected,890,,,1.713352
ASV0600,ASV0812,Undirected,891,,,1.766974
ASV0600,ASV0949,Undirected,892,,,1.670217
ASV0600,ASV0972,Undirected,893,,,1.634196
ASV0600,ASV0993,Undirected,894,,,1.663315
ASV0600,ASV1607,Undirected,895,,,1.670217
ASV0600,ASV1612,Undirected,896,,,1.670217
ASV0600,ASV1632,Undirected,897,,,1.663315
ASV0600,ASV1647,Undirected,898,,,1.654623
ASV0600,ASV1651,Undirected,899,,,1.670217
ASV0600,ASV1921,Undirected,900,,,1.663315
ASV0600,ASV2055,Undirected,901,,,1.663315
ASV0604,ASV0610,Undirected,909,,,1.626298
ASV0604,ASV0776,Undirected,910,,,1.679718
ASV0604,ASV0807,Undirected,911,,,1.679926
ASV0604,ASV0812,Undirected,912,,,1.676055
ASV0604,ASV0884,Undirected,913,,,1.972671
ASV0604,ASV0972,Undirected,914,,,1.703151
ASV0604,ASV1118,Undirected,915,,,1.640261
ASV0604,ASV1121,Undirected,916,,,1.980132
ASV0604,ASV1248,Undirected,917,,,1.64089
ASV0604,ASV1391,Undirected,918,,,1.990066
ASV0604,ASV1454,Undirected,919,,,1.730968
ASV0604,ASV1647,Undirected,920,,,1.687667
ASV0604,ASV1658,Undirected,921,,,1.662984
ASV0604,ASV1714,Undirected,922,,,1.94702
ASV0604,ASV1905,Undirected,923,,,1.786639
ASV0604,ASV1923,Undirected,924,,,1.709924
ASV0604,ASV2019,Undirected,925,,,1.695157
ASV0606,ASV0849,Undirected,926,,,1.673979
ASV0606,ASV0955,Undirected,927,,,1.683571
ASV0610,ASV0669,Undirected,937,,,1.73276
ASV0610,ASV0849,Undirected,938,,,1.84701
ASV0610,ASV0941,Undirected,939,,,1.71366
ASV0610,ASV0955,Undirected,940,,,1.664615
ASV0610,ASV1112,Undirected,941,,,1.645677
ASV0610,ASV1144,Undirected,942,,,1.662205
ASV0610,ASV1222,Undirected,943,,,1.65224
ASV0610,ASV1248,Undirected,944,,,1.660425
ASV0610,ASV1391,Undirected,945,,,1.605236
ASV0610,ASV2019,Undirected,946,,,1.665527
ASV0614,ASV1604,Undirected,947,,,1.829059
ASV0615,ASV0924,Undirected,949,,,1.639303
ASV0621,ASV0794,Undirected,954,,,1.991736
ASV0621,ASV0908,Undirected,955,,,1.991736
ASV0621,ASV0924,Undirected,956,,,1.670217
ASV0621,ASV1068,Undirected,957,,,2
ASV0621,ASV1402,Undirected,958,,,1.991736
ASV0621,ASV1599,Undirected,959,,,2
ASV0621,ASV1932,Undirected,960,,,2
ASV0621,ASV1971,Undirected,961,,,2
ASV0621,ASV2073,Undirected,962,,,1.991736
ASV0621,ASV2091,Undirected,963,,,2
ASV0638,ASV1015,Undirected,966,,,1.991736
ASV0638,ASV1375,Undirected,967,,,1.991736
ASV0638,ASV1379,Undirected,968,,,1.670217
ASV0638,ASV1591,Undirected,969,,,1.991736
ASV0638,ASV1644,Undirected,970,,,1.663315
ASV0638,ASV1871,Undirected,971,,,2
ASV0638,ASV1981,Undirected,972,,,2
ASV0638,ASV2157,Undirected,973,,,1.991736
ASV0654,ASV0667,Undirected,981,,,1.663315
ASV0654,ASV0939,Undirected,982,,,1.994236
ASV0654,ASV1182,Undirected,983,,,1.663315
ASV0654,ASV1309,Undirected,984,,,1.982709
ASV0654,ASV1486,Undirected,985,,,1.663315
ASV0654,ASV1491,Undirected,986,,,1.994236
ASV0654,ASV1652,Undirected,987,,,1.976945
ASV0654,ASV1653,Undirected,988,,,1.982709
ASV0654,ASV1666,Undirected,989,,,1.663315
ASV0654,ASV1760,Undirected,990,,,1.663315
ASV0654,ASV1771,Undirected,991,,,1.663315
ASV0654,ASV2000,Undirected,992,,,1.994236
ASV0654,ASV2084,Undirected,993,,,1.982709
ASV0654,ASV2086,Undirected,994,,,1.670217
ASV0667,ASV0939,Undirected,999,,,1.670217
ASV0667,ASV1182,Undirected,1000,,,2
ASV0667,ASV1486,Undirected,1001,,,2
ASV0667,ASV1666,Undirected,1002,,,2
ASV0667,ASV1760,Undirected,1003,,,2
ASV0667,ASV1771,Undirected,1004,,,2
ASV0667,ASV2000,Undirected,1005,,,1.670217
ASV0667,ASV2086,Undirected,1006,,,1.991736
ASV0669,ASV1248,Undirected,1011,,,1.752033
ASV0669,ASV1870,Undirected,1012,,,1.665316
ASV0669,ASV2035,Undirected,1013,,,1.686639
ASV0717,ASV1152,Undirected,1015,,,1.681532
ASV0761,ASV0768,Undirected,1023,,,1.670217
ASV0761,ASV0807,Undirected,1024,,,1.713352
ASV0761,ASV0812,Undirected,1025,,,1.766974
ASV0761,ASV0949,Undirected,1026,,,1.670217
ASV0761,ASV0972,Undirected,1027,,,1.634196
ASV0761,ASV0993,Undirected,1028,,,1.663315
ASV0761,ASV1607,Undirected,1029,,,1.670217
ASV0761,ASV1612,Undirected,1030,,,1.670217
ASV0761,ASV1632,Undirected,1031,,,1.663315
ASV0761,ASV1647,Undirected,1032,,,1.654623
ASV0761,ASV1651,Undirected,1033,,,1.670217
ASV0761,ASV1921,Undirected,1034,,,1.663315
ASV0761,ASV2055,Undirected,1035,,,1.663315
ASV0768,ASV0949,Undirected,1042,,,2
ASV0768,ASV0993,Undirected,1043,,,1.991736
ASV0768,ASV1607,Undirected,1044,,,2
ASV0768,ASV1612,Undirected,1045,,,2
ASV0768,ASV1632,Undirected,1046,,,1.991736
ASV0768,ASV1651,Undirected,1047,,,2
ASV0768,ASV1921,Undirected,1048,,,1.991736
ASV0768,ASV1998,Undirected,1049,,,1.663315
ASV0768,ASV2055,Undirected,1050,,,1.991736
ASV0768,ASV2115,Undirected,1051,,,1.663315
ASV0776,ASV0884,Undirected,1056,,,1.652761
ASV0776,ASV0941,Undirected,1057,,,1.633531
ASV0776,ASV1118,Undirected,1058,,,1.6833
ASV0776,ASV1121,Undirected,1059,,,1.649951
ASV0776,ASV1391,Undirected,1060,,,1.675465
ASV0776,ASV1658,Undirected,1061,,,1.697584
ASV0776,ASV1714,Undirected,1062,,,1.641446
ASV0776,ASV1746,Undirected,1063,,,1.753637
ASV0776,ASV2019,Undirected,1064,,,1.804489
ASV0777,ASV0829,Undirected,1075,,,1.998868
ASV0777,ASV0857,Undirected,1076,,,1.977376
ASV0777,ASV0873,Undirected,1077,,,1.986425
ASV0777,ASV1023,Undirected,1078,,,1.972851
ASV0777,ASV1131,Undirected,1079,,,1.615283
ASV0777,ASV1218,Undirected,1080,,,1.818328
ASV0777,ASV1264,Undirected,1081,,,1.797618
ASV0777,ASV1276,Undirected,1082,,,1.600598
ASV0777,ASV1297,Undirected,1083,,,1.992077
ASV0777,ASV1298,Undirected,1084,,,1.998868
ASV0777,ASV1321,Undirected,1085,,,1.971704
ASV0777,ASV1548,Undirected,1086,,,1.959276
ASV0777,ASV1596,Undirected,1087,,,1.676055
ASV0777,ASV1718,Undirected,1088,,,1.964913
ASV0777,ASV1754,Undirected,1089,,,1.793476
ASV0777,ASV1830,Undirected,1090,,,1.994341
ASV0777,ASV1907,Undirected,1091,,,1.681318
ASV0777,ASV1927,Undirected,1092,,,1.986425
ASV0777,ASV1937,Undirected,1093,,,1.968326
ASV0777,ASV1967,Undirected,1094,,,1.710373
ASV0777,ASV1980,Undirected,1095,,,1.772081
ASV0777,ASV2031,Undirected,1096,,,1.817118
ASV0777,ASV2064,Undirected,1097,,,1.705792
ASV0777,ASV2068,Undirected,1098,,,1.959276
ASV0777,ASV2103,Undirected,1099,,,1.611612
ASV0777,ASV2120,Undirected,1100,,,1.992077
ASV0777,ASV2151,Undirected,1101,,,1.992077
ASV0794,ASV0908,Undirected,1107,,,2
ASV0794,ASV0924,Undirected,1108,,,1.663315
ASV0794,ASV1068,Undirected,1109,,,1.991736
ASV0794,ASV1402,Undirected,1110,,,2
ASV0794,ASV1599,Undirected,1111,,,1.991736
ASV0794,ASV1932,Undirected,1112,,,1.991736
ASV0794,ASV1971,Undirected,1113,,,1.991736
ASV0794,ASV2073,Undirected,1114,,,2
ASV0794,ASV2091,Undirected,1115,,,1.991736
ASV0799,ASV1101,Undirected,1117,,,1.670217
ASV0799,ASV1171,Undirected,1118,,,1.663315
ASV0799,ASV1399,Undirected,1119,,,2
ASV0799,ASV1543,Undirected,1120,,,2
ASV0799,ASV1733,Undirected,1121,,,1.991736
ASV0799,ASV2165,Undirected,1122,,,1.991736
ASV0799,ASV2193,Undirected,1123,,,2
ASV0804,ASV0857,Undirected,1129,,,1.610376
ASV0804,ASV0873,Undirected,1130,,,1.610376
ASV0804,ASV1114,Undirected,1131,,,1.781237
ASV0804,ASV1131,Undirected,1132,,,1.688641
ASV0804,ASV1297,Undirected,1133,,,1.605775
ASV0804,ASV1321,Undirected,1134,,,1.614043
ASV0804,ASV1548,Undirected,1135,,,1.610376
ASV0804,ASV1718,Undirected,1136,,,1.611287
ASV0804,ASV1927,Undirected,1137,,,1.610376
ASV0804,ASV1937,Undirected,1138,,,1.621393
ASV0804,ASV2068,Undirected,1139,,,1.621393
ASV0804,ASV2082,Undirected,1140,,,1.638124
ASV0804,ASV2151,Undirected,1141,,,1.600264
ASV0807,ASV0812,Undirected,1149,,,1.995475
ASV0807,ASV0972,Undirected,1150,,,1.954751
ASV0807,ASV1391,Undirected,1151,,,1.683797
ASV0807,ASV1647,Undirected,1152,,,1.972851
ASV0807,ASV1923,Undirected,1153,,,1.971704
ASV0812,ASV0972,Undirected,1162,,,1.959276
ASV0812,ASV1071,Undirected,1163,,,1.602945
ASV0812,ASV1391,Undirected,1164,,,1.691538
ASV0812,ASV1647,Undirected,1165,,,1.968326
ASV0812,ASV1923,Undirected,1166,,,1.964913
ASV0815,ASV0941,Undirected,1167,,,1.645264
ASV0815,ASV0955,Undirected,1168,,,1.631761
ASV0829,ASV0857,Undirected,1180,,,1.973967
ASV0829,ASV0873,Undirected,1181,,,1.983022
ASV0829,ASV1023,Undirected,1182,,,1.980759
ASV0829,ASV1131,Undirected,1183,,,1.618034
ASV0829,ASV1218,Undirected,1184,,,1.813141
ASV0829,ASV1264,Undirected,1185,,,1.796563
ASV0829,ASV1297,Undirected,1186,,,1.989807
ASV0829,ASV1298,Undirected,1187,,,1.997735
ASV0829,ASV1321,Undirected,1188,,,1.969422
ASV0829,ASV1548,Undirected,1189,,,1.962649
ASV0829,ASV1596,Undirected,1190,,,1.675067
ASV0829,ASV1718,Undirected,1191,,,1.969422
ASV0829,ASV1754,Undirected,1192,,,1.796563
ASV0829,ASV1830,Undirected,1193,,,1.99547
ASV0829,ASV1907,Undirected,1194,,,1.687115
ASV0829,ASV1927,Undirected,1195,,,1.983022
ASV0829,ASV1937,Undirected,1196,,,1.964913
ASV0829,ASV1967,Undirected,1197,,,1.711342
ASV0829,ASV1980,Undirected,1198,,,1.746258
ASV0829,ASV2031,Undirected,1199,,,1.821256
ASV0829,ASV2064,Undirected,1200,,,1.706758
ASV0829,ASV2068,Undirected,1201,,,1.958121
ASV0829,ASV2103,Undirected,1202,,,1.610687
ASV0829,ASV2120,Undirected,1203,,,1.996603
ASV0829,ASV2151,Undirected,1204,,,1.989807
ASV0832,ASV0833,Undirected,1206,,,1.713555
ASV0832,ASV0872,Undirected,1207,,,1.741356
ASV0832,ASV1146,Undirected,1208,,,1.757159
ASV0832,ASV1431,Undirected,1209,,,1.7601
ASV0832,ASV1483,Undirected,1210,,,1.739131
ASV0832,ASV1766,Undirected,1211,,,1.680447
ASV0832,ASV1890,Undirected,1212,,,1.754902
ASV0832,ASV2060,Undirected,1213,,,1.748129
ASV0832,ASV2187,Undirected,1214,,,1.791786
ASV0833,ASV0872,Undirected,1219,,,1.989234
ASV0833,ASV1145,Undirected,1220,,,1.683797
ASV0833,ASV1146,Undirected,1221,,,1.906418
ASV0833,ASV1431,Undirected,1222,,,1.973469
ASV0833,ASV1483,Undirected,1223,,,1.986755
ASV0833,ASV1766,Undirected,1224,,,1.749088
ASV0833,ASV1890,Undirected,1225,,,1.975984
ASV0833,ASV2005,Undirected,1226,,,1.69928
ASV0833,ASV2060,Undirected,1227,,,1.906418
ASV0833,ASV2187,Undirected,1228,,,1.89404
ASV0834,ASV1304,Undirected,1232,,,2
ASV0834,ASV1327,Undirected,1233,,,1.991736
ASV0834,ASV1557,Undirected,1234,,,1.991736
ASV0834,ASV1803,Undirected,1235,,,1.991736
ASV0849,ASV0941,Undirected,1242,,,1.801205
ASV0849,ASV0955,Undirected,1243,,,1.72041
ASV0849,ASV1144,Undirected,1244,,,1.743595
ASV0849,ASV1222,Undirected,1245,,,1.770303
ASV0849,ASV1248,Undirected,1246,,,1.669786
ASV0849,ASV1534,Undirected,1247,,,1.795287
ASV0849,ASV1917,Undirected,1248,,,1.799303
ASV0857,ASV0873,Undirected,1262,,,1.972851
ASV0857,ASV1023,Undirected,1263,,,1.968326
ASV0857,ASV1218,Undirected,1264,,,1.826612
ASV0857,ASV1264,Undirected,1265,,,1.826612
ASV0857,ASV1297,Undirected,1266,,,1.971704
ASV0857,ASV1298,Undirected,1267,,,1.973967
ASV0857,ASV1321,Undirected,1268,,,1.998868
ASV0857,ASV1548,Undirected,1269,,,1.986425
ASV0857,ASV1596,Undirected,1270,,,1.69928
ASV0857,ASV1718,Undirected,1271,,,1.962649
ASV0857,ASV1754,Undirected,1272,,,1.818328
ASV0857,ASV1830,Undirected,1273,,,1.964913
ASV0857,ASV1907,Undirected,1274,,,1.679381
ASV0857,ASV1927,Undirected,1275,,,1.972851
ASV0857,ASV1937,Undirected,1276,,,1.9819
ASV0857,ASV1967,Undirected,1277,,,1.689066
ASV0857,ASV1980,Undirected,1278,,,1.698032
ASV0857,ASV2031,Undirected,1279,,,1.792254
ASV0857,ASV2064,Undirected,1280,,,1.680622
ASV0857,ASV2068,Undirected,1281,,,1.986425
ASV0857,ASV2103,Undirected,1282,,,1.618954
ASV0857,ASV2120,Undirected,1283,,,1.971704
ASV0857,ASV2151,Undirected,1284,,,1.994341
ASV0872,ASV1145,Undirected,1290,,,1.703856
ASV0872,ASV1146,Undirected,1291,,,1.91135
ASV0872,ASV1431,Undirected,1292,,,1.994195
ASV0872,ASV1483,Undirected,1293,,,1.999172
ASV0872,ASV1766,Undirected,1294,,,1.751265
ASV0872,ASV1890,Undirected,1295,,,1.993372
ASV0872,ASV2005,Undirected,1296,,,1.680622
ASV0872,ASV2060,Undirected,1297,,,1.893952
ASV0872,ASV2187,Undirected,1298,,,1.913044
ASV0873,ASV1023,Undirected,1312,,,1.959276
ASV0873,ASV1131,Undirected,1313,,,1.611612
ASV0873,ASV1218,Undirected,1314,,,1.818328
ASV0873,ASV1264,Undirected,1315,,,1.80176
ASV0873,ASV1276,Undirected,1316,,,1.618954
ASV0873,ASV1297,Undirected,1317,,,1.998868
ASV0873,ASV1298,Undirected,1318,,,1.992077
ASV0873,ASV1321,Undirected,1319,,,1.971704
ASV0873,ASV1548,Undirected,1320,,,1.959276
ASV0873,ASV1596,Undirected,1321,,,1.691538
ASV0873,ASV1718,Undirected,1322,,,1.980759
ASV0873,ASV1754,Undirected,1323,,,1.793476
ASV0873,ASV1830,Undirected,1324,,,1.992077
ASV0873,ASV1907,Undirected,1325,,,1.687129
ASV0873,ASV1927,Undirected,1326,,,2
ASV0873,ASV1937,Undirected,1327,,,1.99095
ASV0873,ASV1967,Undirected,1328,,,1.696814
ASV0873,ASV1980,Undirected,1329,,,1.75676
ASV0873,ASV2031,Undirected,1330,,,1.817118
ASV0873,ASV2064,Undirected,1331,,,1.703856
ASV0873,ASV2068,Undirected,1332,,,1.977376
ASV0873,ASV2120,Undirected,1333,,,1.971704
ASV0873,ASV2151,Undirected,1334,,,1.976231
ASV0884,ASV1118,Undirected,1341,,,1.660278
ASV0884,ASV1121,Undirected,1342,,,1.980953
ASV0884,ASV1248,Undirected,1343,,,1.627705
ASV0884,ASV1391,Undirected,1344,,,1.951139
ASV0884,ASV1414,Undirected,1345,,,1.66126
ASV0884,ASV1454,Undirected,1346,,,1.706063
ASV0884,ASV1658,Undirected,1347,,,1.698575
